month,metric,path,value
2022-10,pageviews,/spanish-verb-hablar.html,78
2022-11,pageviews,/spanish-verb-hablar.html,77
2022-12,pageviews,/spanish-verb-hablar.html,97
2023-01,pageviews,/spanish-verb-hablar.html,105
2023-02,pageviews,/spanish-verb-hablar.html,67
2023-03,pageviews,/spanish-verb-hablar.html,80
2023-04,pageviews,/spanish-verb-hablar.html,83
2023-05,pageviews,/spanish-verb-hablar.html,98
2023-06,pageviews,/spanish-verb-hablar.html,80
2023-07,pageviews,/spanish-verb-hablar.html,79
2023-08,pageviews,/spanish-verb-hablar.html,131
2023-09,pageviews,/spanish-verb-hablar.html,111
2023-10,pageviews,/spanish-verb-hablar.html,76
2023-11,pageviews,/spanish-verb-hablar.html,75
2023-12,pageviews,/spanish-verb-hablar.html,72
2024-01,pageviews,/spanish-verb-hablar.html,113
2024-02,pageviews,/spanish-verb-hablar.html,67
2024-03,pageviews,/spanish-verb-hablar.html,58
2024-05,pageviews,/spanish-verb-hablar.html,63
2024-06,pageviews,/spanish-verb-hablar.html,77
2024-07,pageviews,/spanish-verb-hablar.html,75
2024-08,pageviews,/spanish-verb-hablar.html,79
2024-09,pageviews,/spanish-verb-hablar.html,106
2024-11,pageviews,/spanish-verb-hablar.html,56
2024-12,pageviews,/spanish-verb-hablar.html,62
2025-01,pageviews,/spanish-verb-hablar.html,99
2025-02,pageviews,/spanish-verb-hablar.html,85
2025-03,pageviews,/spanish-verb-hablar.html,81
2025-04,pageviews,/spanish-verb-hablar.html,65
2025-05,pageviews,/spanish-verb-hablar.html,81
2025-06,pageviews,/spanish-verb-hablar.html,76
2025-08,pageviews,/spanish-verb-hablar.html,101
2026-01,pageviews,/spanish-verb-hablar.html,104
2026-02,pageviews,/spanish-verb-hablar.html,142
2026-03,pageviews,/spanish-verb-hablar.html,130
2026-05,pageviews,/spanish-verb-hablar.html,173
2026-09,pageviews,/spanish-verb-hablar.html,51
2020-09,pageviews,/spanish-verbs.html,91
2020-10,pageviews,/spanish-verbs.html,85
2020-11,pageviews,/spanish-verbs.html,95
2020-12,pageviews,/spanish-verbs.html,106
2021-01,pageviews,/spanish-verbs.html,93
2021-02,pageviews,/spanish-verbs.html,80
2021-03,pageviews,/spanish-verbs.html,116
2021-04,pageviews,/spanish-verbs.html,113
2021-05,pageviews,/spanish-verbs.html,191
2021-06,pageviews,/spanish-verbs.html,160
2021-07,pageviews,/spanish-verbs.html,107
2021-08,pageviews,/spanish-verbs.html,107
2021-09,pageviews,/spanish-verbs.html,109
2021-10,pageviews,/spanish-verbs.html,123
2021-11,pageviews,/spanish-verbs.html,155
2021-12,pageviews,/spanish-verbs.html,105
2022-01,pageviews,/spanish-verbs.html,170
2022-02,pageviews,/spanish-verbs.html,124
2022-03,pageviews,/spanish-verbs.html,103
2022-04,pageviews,/spanish-verbs.html,144
2022-05,pageviews,/spanish-verbs.html,149
2022-06,pageviews,/spanish-verbs.html,72
2022-07,pageviews,/spanish-verbs.html,80
2022-08,pageviews,/spanish-verbs.html,67
2022-09,pageviews,/spanish-verbs.html,59
2022-10,pageviews,/spanish-verbs.html,61
2022-11,pageviews,/spanish-verbs.html,67
2022-12,pageviews,/spanish-verbs.html,77
2023-01,pageviews,/spanish-verbs.html,70
2023-02,pageviews,/spanish-verbs.html,72
2023-03,pageviews,/spanish-verbs.html,75
2023-04,pageviews,/spanish-verbs.html,75
2023-05,pageviews,/spanish-verbs.html,104
2023-06,pageviews,/spanish-verbs.html,65
2023-07,pageviews,/spanish-verbs.html,89
2023-08,pageviews,/spanish-verbs.html,100
2023-09,pageviews,/spanish-verbs.html,80
2023-10,pageviews,/spanish-verbs.html,86
2023-11,pageviews,/spanish-verbs.html,96
2023-12,pageviews,/spanish-verbs.html,87
2024-01,pageviews,/spanish-verbs.html,49
2024-02,pageviews,/spanish-verbs.html,78
2024-03,pageviews,/spanish-verbs.html,382
2024-04,pageviews,/spanish-verbs.html,231
2024-05,pageviews,/spanish-verbs.html,182
2024-06,pageviews,/spanish-verbs.html,146
2024-07,pageviews,/spanish-verbs.html,198
2024-08,pageviews,/spanish-verbs.html,266
2024-09,pageviews,/spanish-verbs.html,251
2024-10,pageviews,/spanish-verbs.html,240
2024-11,pageviews,/spanish-verbs.html,94
2024-12,pageviews,/spanish-verbs.html,93
2025-01,pageviews,/spanish-verbs.html,86
2025-02,pageviews,/spanish-verbs.html,91
2025-03,pageviews,/spanish-verbs.html,86
2025-04,pageviews,/spanish-verbs.html,87
2025-05,pageviews,/spanish-verbs.html,108
2025-06,pageviews,/spanish-verbs.html,104
2025-07,pageviews,/spanish-verbs.html,110
2025-08,pageviews,/spanish-verbs.html,131
2025-09,pageviews,/spanish-verbs.html,249
2025-10,pageviews,/spanish-verbs.html,124
2025-11,pageviews,/spanish-verbs.html,111
2025-12,pageviews,/spanish-verbs.html,132
2026-01,pageviews,/spanish-verbs.html,121
2026-02,pageviews,/spanish-verbs.html,102
2026-03,pageviews,/spanish-verbs.html,194
2026-04,pageviews,/spanish-verbs.html,190
2026-05,pageviews,/spanish-verbs.html,310
2026-06,pageviews,/spanish-verbs.html,222
2026-07,pageviews,/spanish-verbs.html,185
2026-08,pageviews,/spanish-verbs.html,98
2026-09,pageviews,/spanish-verbs.html,57
2021-04,pageviews,/french-for-drag.html,112
2021-02,pageviews,/spanish-verb-roncar.html,65
2021-04,pageviews,/spanish-verb-roncar.html,112
2021-06,pageviews,/spanish-verb-roncar.html,60
2021-07,pageviews,/spanish-verb-roncar.html,54
2021-08,pageviews,/spanish-verb-roncar.html,105
2022-01,pageviews,/spanish-verb-roncar.html,81
2022-03,pageviews,/spanish-verb-roncar.html,55
2022-04,pageviews,/spanish-verb-roncar.html,59
2022-05,pageviews,/spanish-verb-roncar.html,52
2022-07,pageviews,/spanish-verb-roncar.html,46
2022-08,pageviews,/spanish-verb-roncar.html,78
2022-09,pageviews,/spanish-verb-roncar.html,42
2022-11,pageviews,/spanish-verb-roncar.html,45
2022-12,pageviews,/spanish-verb-roncar.html,41
2023-02,pageviews,/spanish-verb-roncar.html,53
2023-03,pageviews,/spanish-verb-roncar.html,45
2023-05,pageviews,/spanish-verb-roncar.html,46
2023-07,pageviews,/spanish-verb-roncar.html,39
2023-08,pageviews,/spanish-verb-roncar.html,61
2023-09,pageviews,/spanish-verb-roncar.html,42
2023-11,pageviews,/spanish-verb-roncar.html,57
2023-12,pageviews,/spanish-verb-roncar.html,50
2024-01,pageviews,/spanish-verb-roncar.html,40
2024-02,pageviews,/spanish-verb-roncar.html,46
2024-03,pageviews,/spanish-verb-roncar.html,41
2024-04,pageviews,/spanish-verb-roncar.html,59
2024-06,pageviews,/spanish-verb-roncar.html,50
2024-08,pageviews,/spanish-verb-roncar.html,66
2024-10,pageviews,/spanish-verb-roncar.html,52
2024-12,pageviews,/spanish-verb-roncar.html,44
2025-04,pageviews,/spanish-verb-roncar.html,70
2025-06,pageviews,/spanish-verb-roncar.html,99
2025-07,pageviews,/spanish-verb-roncar.html,104
2025-08,pageviews,/spanish-verb-roncar.html,124
2025-09,pageviews,/spanish-verb-roncar.html,113
2025-10,pageviews,/spanish-verb-roncar.html,71
2025-11,pageviews,/spanish-verb-roncar.html,109
2025-12,pageviews,/spanish-verb-roncar.html,106
2026-01,pageviews,/spanish-verb-roncar.html,97
2026-02,pageviews,/spanish-verb-roncar.html,101
2026-04,pageviews,/spanish-verb-roncar.html,168
2026-05,pageviews,/spanish-verb-roncar.html,1169
2026-08,pageviews,/spanish-verb-roncar.html,103
2020-09,pageviews,/french-verb-souffrir.html,110
2020-10,pageviews,/french-verb-souffrir.html,131
2020-11,pageviews,/french-verb-souffrir.html,95
2020-12,pageviews,/french-verb-souffrir.html,74
2021-01,pageviews,/french-verb-souffrir.html,103
2021-02,pageviews,/french-verb-souffrir.html,84
2021-03,pageviews,/french-verb-souffrir.html,135
2021-04,pageviews,/french-verb-souffrir.html,111
2021-05,pageviews,/french-verb-souffrir.html,108
2021-06,pageviews,/french-verb-souffrir.html,108
2021-07,pageviews,/french-verb-souffrir.html,57
2021-08,pageviews,/french-verb-souffrir.html,95
2021-09,pageviews,/french-verb-souffrir.html,137
2021-10,pageviews,/french-verb-souffrir.html,92
2021-11,pageviews,/french-verb-souffrir.html,93
2021-12,pageviews,/french-verb-souffrir.html,64
2022-01,pageviews,/french-verb-souffrir.html,79
2022-02,pageviews,/french-verb-souffrir.html,73
2022-03,pageviews,/french-verb-souffrir.html,50
2022-04,pageviews,/french-verb-souffrir.html,105
2022-05,pageviews,/french-verb-souffrir.html,58
2022-06,pageviews,/french-verb-souffrir.html,64
2022-07,pageviews,/french-verb-souffrir.html,45
2022-08,pageviews,/french-verb-souffrir.html,48
2022-09,pageviews,/french-verb-souffrir.html,52
2022-10,pageviews,/french-verb-souffrir.html,90
2022-11,pageviews,/french-verb-souffrir.html,173
2022-12,pageviews,/french-verb-souffrir.html,141
2023-01,pageviews,/french-verb-souffrir.html,180
2023-02,pageviews,/french-verb-souffrir.html,221
2023-03,pageviews,/french-verb-souffrir.html,207
2023-04,pageviews,/french-verb-souffrir.html,153
2023-05,pageviews,/french-verb-souffrir.html,120
2023-06,pageviews,/french-verb-souffrir.html,133
2023-07,pageviews,/french-verb-souffrir.html,70
2023-08,pageviews,/french-verb-souffrir.html,46
2023-09,pageviews,/french-verb-souffrir.html,74
2023-10,pageviews,/french-verb-souffrir.html,66
2023-11,pageviews,/french-verb-souffrir.html,76
2023-12,pageviews,/french-verb-souffrir.html,70
2024-01,pageviews,/french-verb-souffrir.html,94
2024-02,pageviews,/french-verb-souffrir.html,103
2024-03,pageviews,/french-verb-souffrir.html,52
2024-04,pageviews,/french-verb-souffrir.html,82
2024-05,pageviews,/french-verb-souffrir.html,84
2024-06,pageviews,/french-verb-souffrir.html,73
2024-07,pageviews,/french-verb-souffrir.html,61
2024-08,pageviews,/french-verb-souffrir.html,69
2024-09,pageviews,/french-verb-souffrir.html,102
2024-10,pageviews,/french-verb-souffrir.html,69
2024-11,pageviews,/french-verb-souffrir.html,56
2024-12,pageviews,/french-verb-souffrir.html,42
2025-01,pageviews,/french-verb-souffrir.html,85
2025-02,pageviews,/french-verb-souffrir.html,152
2025-03,pageviews,/french-verb-souffrir.html,105
2025-04,pageviews,/french-verb-souffrir.html,89
2025-05,pageviews,/french-verb-souffrir.html,79
2025-06,pageviews,/french-verb-souffrir.html,92
2025-07,pageviews,/french-verb-souffrir.html,66
2025-08,pageviews,/french-verb-souffrir.html,99
2025-09,pageviews,/french-verb-souffrir.html,115
2025-10,pageviews,/french-verb-souffrir.html,75
2025-11,pageviews,/french-verb-souffrir.html,84
2025-12,pageviews,/french-verb-souffrir.html,101
2026-01,pageviews,/french-verb-souffrir.html,120
2026-02,pageviews,/french-verb-souffrir.html,139
2026-03,pageviews,/french-verb-souffrir.html,215
2026-04,pageviews,/french-verb-souffrir.html,218
2026-05,pageviews,/french-verb-souffrir.html,212
2026-06,pageviews,/french-verb-souffrir.html,161
2026-09,pageviews,/french-verb-souffrir.html,33
2020-09,pageviews,/spanish-verb-imponer.html,151
2020-10,pageviews,/spanish-verb-imponer.html,143
2020-11,pageviews,/spanish-verb-imponer.html,110
2020-12,pageviews,/spanish-verb-imponer.html,110
2021-01,pageviews,/spanish-verb-imponer.html,118
2021-02,pageviews,/spanish-verb-imponer.html,95
2021-03,pageviews,/spanish-verb-imponer.html,127
2021-04,pageviews,/spanish-verb-imponer.html,111
2021-05,pageviews,/spanish-verb-imponer.html,121
2021-06,pageviews,/spanish-verb-imponer.html,75
2021-08,pageviews,/spanish-verb-imponer.html,79
2021-09,pageviews,/spanish-verb-imponer.html,100
2021-10,pageviews,/spanish-verb-imponer.html,109
2021-11,pageviews,/spanish-verb-imponer.html,94
2021-12,pageviews,/spanish-verb-imponer.html,74
2022-01,pageviews,/spanish-verb-imponer.html,106
2022-02,pageviews,/spanish-verb-imponer.html,67
2022-03,pageviews,/spanish-verb-imponer.html,64
2022-04,pageviews,/spanish-verb-imponer.html,75
2022-05,pageviews,/spanish-verb-imponer.html,83
2022-06,pageviews,/spanish-verb-imponer.html,40
2022-07,pageviews,/spanish-verb-imponer.html,56
2022-08,pageviews,/spanish-verb-imponer.html,38
2022-09,pageviews,/spanish-verb-imponer.html,104
2022-10,pageviews,/spanish-verb-imponer.html,69
2022-11,pageviews,/spanish-verb-imponer.html,72
2022-12,pageviews,/spanish-verb-imponer.html,53
2023-01,pageviews,/spanish-verb-imponer.html,73
2023-02,pageviews,/spanish-verb-imponer.html,59
2023-03,pageviews,/spanish-verb-imponer.html,54
2023-04,pageviews,/spanish-verb-imponer.html,54
2023-05,pageviews,/spanish-verb-imponer.html,40
2023-06,pageviews,/spanish-verb-imponer.html,45
2023-08,pageviews,/spanish-verb-imponer.html,43
2023-09,pageviews,/spanish-verb-imponer.html,89
2023-10,pageviews,/spanish-verb-imponer.html,73
2023-11,pageviews,/spanish-verb-imponer.html,77
2023-12,pageviews,/spanish-verb-imponer.html,58
2024-01,pageviews,/spanish-verb-imponer.html,93
2024-02,pageviews,/spanish-verb-imponer.html,47
2024-03,pageviews,/spanish-verb-imponer.html,45
2024-04,pageviews,/spanish-verb-imponer.html,60
2024-06,pageviews,/spanish-verb-imponer.html,49
2024-07,pageviews,/spanish-verb-imponer.html,54
2024-09,pageviews,/spanish-verb-imponer.html,83
2024-10,pageviews,/spanish-verb-imponer.html,89
2024-11,pageviews,/spanish-verb-imponer.html,73
2024-12,pageviews,/spanish-verb-imponer.html,86
2025-01,pageviews,/spanish-verb-imponer.html,79
2025-02,pageviews,/spanish-verb-imponer.html,94
2025-03,pageviews,/spanish-verb-imponer.html,111
2025-04,pageviews,/spanish-verb-imponer.html,75
2025-07,pageviews,/spanish-verb-imponer.html,71
2025-08,pageviews,/spanish-verb-imponer.html,79
2025-09,pageviews,/spanish-verb-imponer.html,120
2025-10,pageviews,/spanish-verb-imponer.html,102
2025-12,pageviews,/spanish-verb-imponer.html,85
2026-01,pageviews,/spanish-verb-imponer.html,109
2026-02,pageviews,/spanish-verb-imponer.html,121
2026-03,pageviews,/spanish-verb-imponer.html,145
2026-04,pageviews,/spanish-verb-imponer.html,201
2026-05,pageviews,/spanish-verb-imponer.html,179
2026-08,pageviews,/spanish-verb-imponer.html,78
2026-09,pageviews,/spanish-verb-imponer.html,60
2020-09,pageviews,/french-for-ticket.html,73
2020-10,pageviews,/french-for-ticket.html,74
2020-11,pageviews,/french-for-ticket.html,94
2020-12,pageviews,/french-for-ticket.html,116
2021-01,pageviews,/french-for-ticket.html,95
2021-02,pageviews,/french-for-ticket.html,106
2021-03,pageviews,/french-for-ticket.html,138
2021-04,pageviews,/french-for-ticket.html,110
2021-05,pageviews,/french-for-ticket.html,121
2021-06,pageviews,/french-for-ticket.html,104
2021-07,pageviews,/french-for-ticket.html,86
2021-08,pageviews,/french-for-ticket.html,153
2021-09,pageviews,/french-for-ticket.html,133
2021-10,pageviews,/french-for-ticket.html,98
2021-11,pageviews,/french-for-ticket.html,92
2021-12,pageviews,/french-for-ticket.html,108
2022-01,pageviews,/french-for-ticket.html,122
2022-02,pageviews,/french-for-ticket.html,104
2022-03,pageviews,/french-for-ticket.html,86
2022-04,pageviews,/french-for-ticket.html,92
2022-05,pageviews,/french-for-ticket.html,104
2022-06,pageviews,/french-for-ticket.html,78
2022-07,pageviews,/french-for-ticket.html,73
2022-08,pageviews,/french-for-ticket.html,77
2022-09,pageviews,/french-for-ticket.html,60
2022-10,pageviews,/french-for-ticket.html,92
2022-11,pageviews,/french-for-ticket.html,60
2022-12,pageviews,/french-for-ticket.html,68
2023-01,pageviews,/french-for-ticket.html,65
2023-02,pageviews,/french-for-ticket.html,77
2023-03,pageviews,/french-for-ticket.html,70
2023-04,pageviews,/french-for-ticket.html,60
2023-05,pageviews,/french-for-ticket.html,47
2023-06,pageviews,/french-for-ticket.html,42
2023-07,pageviews,/french-for-ticket.html,51
2023-08,pageviews,/french-for-ticket.html,50
2023-09,pageviews,/french-for-ticket.html,55
2023-10,pageviews,/french-for-ticket.html,63
2023-11,pageviews,/french-for-ticket.html,57
2023-12,pageviews,/french-for-ticket.html,47
2024-01,pageviews,/french-for-ticket.html,43
2024-02,pageviews,/french-for-ticket.html,53
2024-03,pageviews,/french-for-ticket.html,59
2024-04,pageviews,/french-for-ticket.html,95
2024-05,pageviews,/french-for-ticket.html,71
2024-06,pageviews,/french-for-ticket.html,96
2024-07,pageviews,/french-for-ticket.html,106
2024-08,pageviews,/french-for-ticket.html,117
2024-09,pageviews,/french-for-ticket.html,147
2024-10,pageviews,/french-for-ticket.html,90
2024-11,pageviews,/french-for-ticket.html,95
2024-12,pageviews,/french-for-ticket.html,90
2025-01,pageviews,/french-for-ticket.html,94
2025-02,pageviews,/french-for-ticket.html,105
2025-03,pageviews,/french-for-ticket.html,113
2025-04,pageviews,/french-for-ticket.html,106
2025-05,pageviews,/french-for-ticket.html,133
2025-06,pageviews,/french-for-ticket.html,94
2025-07,pageviews,/french-for-ticket.html,145
2025-08,pageviews,/french-for-ticket.html,136
2025-09,pageviews,/french-for-ticket.html,218
2025-10,pageviews,/french-for-ticket.html,82
2025-11,pageviews,/french-for-ticket.html,98
2025-12,pageviews,/french-for-ticket.html,135
2026-01,pageviews,/french-for-ticket.html,164
2026-02,pageviews,/french-for-ticket.html,150
2026-03,pageviews,/french-for-ticket.html,164
2026-04,pageviews,/french-for-ticket.html,221
2026-05,pageviews,/french-for-ticket.html,198
2026-06,pageviews,/french-for-ticket.html,157
2026-08,pageviews,/french-for-ticket.html,68
2020-09,pageviews,/10Mar-daily-italian-lesson.html,183
2020-10,pageviews,/10Mar-daily-italian-lesson.html,160
2020-11,pageviews,/10Mar-daily-italian-lesson.html,144
2020-12,pageviews,/10Mar-daily-italian-lesson.html,106
2021-01,pageviews,/10Mar-daily-italian-lesson.html,145
2021-02,pageviews,/10Mar-daily-italian-lesson.html,172
2021-03,pageviews,/10Mar-daily-italian-lesson.html,162
2021-04,pageviews,/10Mar-daily-italian-lesson.html,109
2021-05,pageviews,/10Mar-daily-italian-lesson.html,97
2021-06,pageviews,/10Mar-daily-italian-lesson.html,120
2021-07,pageviews,/10Mar-daily-italian-lesson.html,121
2021-08,pageviews,/10Mar-daily-italian-lesson.html,139
2021-09,pageviews,/10Mar-daily-italian-lesson.html,173
2021-10,pageviews,/10Mar-daily-italian-lesson.html,142
2021-11,pageviews,/10Mar-daily-italian-lesson.html,145
2021-12,pageviews,/10Mar-daily-italian-lesson.html,138
2022-01,pageviews,/10Mar-daily-italian-lesson.html,203
2022-02,pageviews,/10Mar-daily-italian-lesson.html,171
2022-03,pageviews,/10Mar-daily-italian-lesson.html,186
2022-04,pageviews,/10Mar-daily-italian-lesson.html,200
2022-05,pageviews,/10Mar-daily-italian-lesson.html,192
2022-06,pageviews,/10Mar-daily-italian-lesson.html,142
2022-07,pageviews,/10Mar-daily-italian-lesson.html,178
2022-08,pageviews,/10Mar-daily-italian-lesson.html,156
2022-09,pageviews,/10Mar-daily-italian-lesson.html,153
2022-10,pageviews,/10Mar-daily-italian-lesson.html,155
2022-11,pageviews,/10Mar-daily-italian-lesson.html,181
2022-12,pageviews,/10Mar-daily-italian-lesson.html,136
2023-01,pageviews,/10Mar-daily-italian-lesson.html,156
2023-02,pageviews,/10Mar-daily-italian-lesson.html,118
2023-03,pageviews,/10Mar-daily-italian-lesson.html,196
2023-04,pageviews,/10Mar-daily-italian-lesson.html,138
2023-05,pageviews,/10Mar-daily-italian-lesson.html,182
2023-06,pageviews,/10Mar-daily-italian-lesson.html,124
2023-07,pageviews,/10Mar-daily-italian-lesson.html,128
2023-08,pageviews,/10Mar-daily-italian-lesson.html,102
2023-09,pageviews,/10Mar-daily-italian-lesson.html,90
2023-10,pageviews,/10Mar-daily-italian-lesson.html,98
2023-11,pageviews,/10Mar-daily-italian-lesson.html,121
2023-12,pageviews,/10Mar-daily-italian-lesson.html,91
2024-01,pageviews,/10Mar-daily-italian-lesson.html,93
2024-02,pageviews,/10Mar-daily-italian-lesson.html,89
2024-03,pageviews,/10Mar-daily-italian-lesson.html,87
2024-04,pageviews,/10Mar-daily-italian-lesson.html,99
2024-05,pageviews,/10Mar-daily-italian-lesson.html,83
2024-06,pageviews,/10Mar-daily-italian-lesson.html,88
2024-07,pageviews,/10Mar-daily-italian-lesson.html,106
2024-08,pageviews,/10Mar-daily-italian-lesson.html,104
2024-09,pageviews,/10Mar-daily-italian-lesson.html,91
2024-10,pageviews,/10Mar-daily-italian-lesson.html,102
2024-11,pageviews,/10Mar-daily-italian-lesson.html,84
2024-12,pageviews,/10Mar-daily-italian-lesson.html,72
2025-01,pageviews,/10Mar-daily-italian-lesson.html,76
2025-02,pageviews,/10Mar-daily-italian-lesson.html,107
2025-03,pageviews,/10Mar-daily-italian-lesson.html,178
2025-04,pageviews,/10Mar-daily-italian-lesson.html,150
2025-05,pageviews,/10Mar-daily-italian-lesson.html,160
2025-06,pageviews,/10Mar-daily-italian-lesson.html,102
2025-07,pageviews,/10Mar-daily-italian-lesson.html,120
2025-08,pageviews,/10Mar-daily-italian-lesson.html,128
2025-09,pageviews,/10Mar-daily-italian-lesson.html,147
2025-10,pageviews,/10Mar-daily-italian-lesson.html,83
2025-11,pageviews,/10Mar-daily-italian-lesson.html,118
2025-12,pageviews,/10Mar-daily-italian-lesson.html,125
2026-01,pageviews,/10Mar-daily-italian-lesson.html,251
2026-02,pageviews,/10Mar-daily-italian-lesson.html,251
2026-03,pageviews,/10Mar-daily-italian-lesson.html,330
2026-04,pageviews,/10Mar-daily-italian-lesson.html,367
2026-05,pageviews,/10Mar-daily-italian-lesson.html,572
2026-06,pageviews,/10Mar-daily-italian-lesson.html,342
2026-07,pageviews,/10Mar-daily-italian-lesson.html,247
2026-08,pageviews,/10Mar-daily-italian-lesson.html,142
2026-09,pageviews,/10Mar-daily-italian-lesson.html,87
2021-02,pageviews,/french-expression-en-avoir-marre-de.html,71
2021-03,pageviews,/french-expression-en-avoir-marre-de.html,101
2021-04,pageviews,/french-expression-en-avoir-marre-de.html,109
2021-05,pageviews,/french-expression-en-avoir-marre-de.html,89
2021-06,pageviews,/french-expression-en-avoir-marre-de.html,159
2025-04,pageviews,/french-expression-en-avoir-marre-de.html,67
2026-04,pageviews,/french-expression-en-avoir-marre-de.html,187
2026-05,pageviews,/french-expression-en-avoir-marre-de.html,205
2026-06,pageviews,/french-expression-en-avoir-marre-de.html,138
2026-09,pageviews,/french-expression-en-avoir-marre-de.html,41
2020-09,pageviews,/french-football.html,85
2020-10,pageviews,/french-football.html,107
2020-11,pageviews,/french-football.html,113
2020-12,pageviews,/french-football.html,115
2021-01,pageviews,/french-football.html,104
2021-02,pageviews,/french-football.html,79
2021-03,pageviews,/french-football.html,88
2021-04,pageviews,/french-football.html,109
2021-05,pageviews,/french-football.html,100
2021-06,pageviews,/french-football.html,91
2021-07,pageviews,/french-football.html,111
2021-08,pageviews,/french-football.html,105
2021-09,pageviews,/french-football.html,100
2021-10,pageviews,/french-football.html,75
2021-11,pageviews,/french-football.html,51
2021-12,pageviews,/french-football.html,68
2022-01,pageviews,/french-football.html,73
2022-02,pageviews,/french-football.html,61
2022-03,pageviews,/french-football.html,61
2022-04,pageviews,/french-football.html,58
2022-08,pageviews,/french-football.html,34
2022-09,pageviews,/french-football.html,46
2022-10,pageviews,/french-football.html,59
2022-11,pageviews,/french-football.html,53
2022-12,pageviews,/french-football.html,52
2023-04,pageviews,/french-football.html,51
2023-07,pageviews,/french-football.html,36
2023-08,pageviews,/french-football.html,39
2023-10,pageviews,/french-football.html,53
2023-11,pageviews,/french-football.html,58
2023-12,pageviews,/french-football.html,44
2024-01,pageviews,/french-football.html,41
2024-02,pageviews,/french-football.html,40
2024-03,pageviews,/french-football.html,48
2024-07,pageviews,/french-football.html,64
2024-10,pageviews,/french-football.html,61
2024-11,pageviews,/french-football.html,55
2024-12,pageviews,/french-football.html,43
2025-01,pageviews,/french-football.html,71
2025-02,pageviews,/french-football.html,109
2025-03,pageviews,/french-football.html,84
2025-04,pageviews,/french-football.html,81
2025-05,pageviews,/french-football.html,119
2025-06,pageviews,/french-football.html,99
2025-07,pageviews,/french-football.html,103
2025-08,pageviews,/french-football.html,124
2025-09,pageviews,/french-football.html,210
2025-10,pageviews,/french-football.html,85
2025-11,pageviews,/french-football.html,77
2025-12,pageviews,/french-football.html,133
2026-01,pageviews,/french-football.html,108
2026-04,pageviews,/french-football.html,170
2026-09,pageviews,/french-football.html,34
2020-09,pageviews,/spanish-for-carrot.html,87
2020-10,pageviews,/spanish-for-carrot.html,99
2020-11,pageviews,/spanish-for-carrot.html,84
2020-12,pageviews,/spanish-for-carrot.html,102
2021-01,pageviews,/spanish-for-carrot.html,99
2021-02,pageviews,/spanish-for-carrot.html,81
2021-03,pageviews,/spanish-for-carrot.html,130
2021-04,pageviews,/spanish-for-carrot.html,109
2021-05,pageviews,/spanish-for-carrot.html,138
2021-06,pageviews,/spanish-for-carrot.html,155
2021-07,pageviews,/spanish-for-carrot.html,117
2021-08,pageviews,/spanish-for-carrot.html,113
2021-09,pageviews,/spanish-for-carrot.html,130
2021-10,pageviews,/spanish-for-carrot.html,113
2021-11,pageviews,/spanish-for-carrot.html,129
2021-12,pageviews,/spanish-for-carrot.html,131
2022-01,pageviews,/spanish-for-carrot.html,181
2022-02,pageviews,/spanish-for-carrot.html,150
2022-03,pageviews,/spanish-for-carrot.html,132
2022-04,pageviews,/spanish-for-carrot.html,126
2022-05,pageviews,/spanish-for-carrot.html,134
2022-06,pageviews,/spanish-for-carrot.html,99
2022-07,pageviews,/spanish-for-carrot.html,97
2022-08,pageviews,/spanish-for-carrot.html,119
2022-09,pageviews,/spanish-for-carrot.html,97
2022-10,pageviews,/spanish-for-carrot.html,94
2022-11,pageviews,/spanish-for-carrot.html,100
2022-12,pageviews,/spanish-for-carrot.html,110
2023-01,pageviews,/spanish-for-carrot.html,104
2023-02,pageviews,/spanish-for-carrot.html,109
2023-03,pageviews,/spanish-for-carrot.html,122
2023-04,pageviews,/spanish-for-carrot.html,118
2023-05,pageviews,/spanish-for-carrot.html,138
2023-06,pageviews,/spanish-for-carrot.html,125
2023-07,pageviews,/spanish-for-carrot.html,141
2023-08,pageviews,/spanish-for-carrot.html,166
2023-09,pageviews,/spanish-for-carrot.html,164
2023-10,pageviews,/spanish-for-carrot.html,177
2023-11,pageviews,/spanish-for-carrot.html,152
2023-12,pageviews,/spanish-for-carrot.html,156
2024-01,pageviews,/spanish-for-carrot.html,115
2024-02,pageviews,/spanish-for-carrot.html,110
2024-03,pageviews,/spanish-for-carrot.html,434
2024-04,pageviews,/spanish-for-carrot.html,189
2024-05,pageviews,/spanish-for-carrot.html,330
2024-06,pageviews,/spanish-for-carrot.html,183
2024-07,pageviews,/spanish-for-carrot.html,228
2024-08,pageviews,/spanish-for-carrot.html,408
2024-09,pageviews,/spanish-for-carrot.html,316
2024-10,pageviews,/spanish-for-carrot.html,261
2024-11,pageviews,/spanish-for-carrot.html,100
2024-12,pageviews,/spanish-for-carrot.html,90
2025-01,pageviews,/spanish-for-carrot.html,103
2025-02,pageviews,/spanish-for-carrot.html,128
2025-03,pageviews,/spanish-for-carrot.html,158
2025-04,pageviews,/spanish-for-carrot.html,141
2025-05,pageviews,/spanish-for-carrot.html,139
2025-06,pageviews,/spanish-for-carrot.html,104
2025-07,pageviews,/spanish-for-carrot.html,131
2025-08,pageviews,/spanish-for-carrot.html,157
2025-09,pageviews,/spanish-for-carrot.html,245
2025-10,pageviews,/spanish-for-carrot.html,94
2025-11,pageviews,/spanish-for-carrot.html,87
2025-12,pageviews,/spanish-for-carrot.html,167
2026-01,pageviews,/spanish-for-carrot.html,134
