refn,uuid,course,english,source_path
2981,915e7871-ff12-4278-9e97-6f5e778a39c6,21,And suddenly,/Volumes/Disc/1Pictures/Flashcard/suddenly.jpg
3058,85a09e68-02b8-411b-9fba-60b287c51eef,21,Neither does he want to go out nor watch TV.,/Volumes/Disc/1Pictures/Flashcard/neither nor.jpg
2546,7f7b9a48-72aa-43ee-b9b6-afa5b7ded82b,21,My son counts the peas on his plate.,/Volumes/Disc/1Pictures/Flashcard/pea.jpg
859,db89cd4a-24e0-4ab7-8f81-65efcd0eca05,1,to take place,/Volumes/Disc/1Pictures/Flashcard/take place.jpg
3045,b35616a0-09af-47a3-90ef-2a9df8bd0398,21,I have had enough!,/Volumes/Disc/1Pictures/Flashcard/enough.jpg
2825,def26904-7cfd-4b0e-877f-be7da5269b52,21,Michèle Laroque is a funny actress and a celebrity in France.,/Volumes/Disc/1Pictures/Flashcard/funny.jpg
2952,3ef9b5ac-df61-4465-8a21-157c0dd646b2,21,We (one) go out from time to time and we laugh a lot!,/Volumes/Disc/1Pictures/Flashcard/go out.jpg
3016,fd52ac1e-02e6-41a2-bc3d-5a7959f3ea3a,21,To asphyxiate? How do you spell that?,/Volumes/Disc/1Pictures/Flashcard/how do you spell that.jpg
862,9204ddc0-31f5-4ea6-9bc7-809e7ec49437,1,to be wrong,/Volumes/Disc/1Pictures/Flashcard/be wrong.jpg
2886,03281f53-f91a-4bfe-94ab-7e2811d8ead6,21,I broke my glasses.,/Volumes/Disc/1Pictures/Flashcard/glasses.jpg
2389,bd065d98-59e2-4dec-b347-d2fba979a757,21,In the woods,/Volumes/Disc/1Pictures/Flashcard/wood.jpg
2963,336fa12b-7b18-4c1f-8f2d-75a7f3d1eff3,21,Are you mad?,"/Volumes/Disc/1Pictures/Flashcard/mad, crazy.jpg"
2746,999b9df8-fff4-45cb-ad1d-bdac07813d70,21,What is the news today on T.V?,/Volumes/Disc/1Pictures/Flashcard/news (current events).jpg
2943,80ce6da1-ad21-45c1-a944-420767b07f65,21,What is this pink letter?,/Volumes/Disc/1Pictures/Flashcard/letter.jpg
867,e1590c7e-c102-44eb-a9bb-30aca393cef2,1,well done!,/Volumes/Disc/1Pictures/Flashcard/well done!.jpg
2955,b21ba580-23df-4f3a-aa83-18b825c99573,21,Congratulations! I've never met someone so stupid! We have to celebrate that!,"/Volumes/Disc/1Pictures/Flashcard/silly, stupid.jpg"
3073,9e4247fa-eca3-443d-9676-be7413f59eca,21,It costs thirty euros.,/Volumes/Disc/1Pictures/Flashcard/cost.jpg
3133,e063b10c-510f-4746-acd0-ebb626b342a6,21,My cousin has been studying law for three years.,"/Volumes/Disc/1Pictures/Flashcard/the right ,law.jpg"
1522,7dfa9aa8-1e8f-4571-8092-b77af459757d,21,It's terrible all the things we watch on TV.,/Volumes/Disc/1Pictures/Flashcard/terrible.jpg
3010,c004e1e9-bca4-4027-878a-dae9621c2b8b,21,"I've broken the bowl, can I take a cup?",/Volumes/Disc/1Pictures/Flashcard/cup.jpg
3195,c7f929c4-91af-40e5-bd96-23a8f2714fda,21,He likes to take photos during his voyages.,/Volumes/Disc/1Pictures/Flashcard/photo.jpg
3219,fb1d7b4e-6881-4d79-b014-b3d47c2583f5,21,How long does the movie last?,"/Volumes/Disc/1Pictures/Flashcard/last ,v.jpg"
2521,71affd8a-8db7-4b72-a6fe-403966c5a18f,21,You forgot to put an egg in my steak tartare!,/Volumes/Disc/1Pictures/Flashcard/egg.jpg
2864,cd88656b-6af5-46ba-ad3f-cbef6a012c22,21,She writes with her left hand.,/Volumes/Disc/1Pictures/Flashcard/hand.jpg
620,fd679797-65eb-4940-b133-edcb66028ba5,1,toothbrush,/Volumes/Disc/1Pictures/Flashcard/toothbrush.jpg
873,1b7891c7-8f73-4311-8831-97a46a11d20b,1,so-so,/Volumes/Disc/1Pictures/Flashcard/so-so.jpg
3103,51b458b6-a33b-4e89-a5c4-04e3475ba483,21,I spent the day on the beach!,/Volumes/Disc/1Pictures/Flashcard/day (period of time).jpg
2212,bfc04db2-a579-4036-a9ef-9b63b5e3640b,21,My son is one year-old.,/Volumes/Disc/1Pictures/Flashcard/year.jpg
2827,b21ef8f3-c824-4bb2-a764-116e8e38d307,21,Children are always funny.,/Volumes/Disc/1Pictures/Flashcard/child.jpg
3061,660a5b2f-25f8-40fc-b1ff-a4d8296b0018,21,He has pockets full of money!,/Volumes/Disc/1Pictures/Flashcard/full.jpg
874,bf699b81-ef5e-456b-911c-c601e2e62b16,1,okay!,/Volumes/Disc/1Pictures/Flashcard/okay.jpg
3119,80dcb01e-67ec-4ead-b533-f502c39b8399,21,"Time passes quickly, but from time to time it lasts an eternity!",/Volumes/Disc/1Pictures/Flashcard/quickly (fast).jpg
3141,ee7374f9-bab9-4642-96f2-9b425297086e,21,The inhabitants leave the blocks of flats to live in houses.,/Volumes/Disc/1Pictures/Flashcard/block of flats.jpg
3197,355ddb51-60e7-4a3a-a514-ad36e2e35341,21,I have to go and get some information. See you tomorrow!,/Volumes/Disc/1Pictures/Flashcard/information.jpg
1680,ebe92da6-505d-424b-9705-1e55d99d3175,21,She lent her car to her sister.,/Volumes/Disc/1Pictures/Flashcard/lend.jpg
877,33b4bbda-b66e-419e-9005-97e6c95a51c0,1,I don't know!,/Volumes/Disc/1Pictures/Flashcard/I dont know.jpg
2062,293f0508-fc13-4c19-a21e-230f91e5a355,21,"Can you switch on the T.V., please!",/Volumes/Disc/1Pictures/Flashcard/please (informal).jpg
2186,0a5182af-8040-49c9-a30f-d0431f714b59,21,"Sorry, I don't have time to come and see you!",/Volumes/Disc/1Pictures/Flashcard/time.jpg
2545,ce8814f6-0f1f-42ff-b893-72809a231c87,21,I peel peaches before eating them.,/Volumes/Disc/1Pictures/Flashcard/peach.jpg
2844,cf383cc7-a0da-420a-807d-708864398fd9,21,She works for Mrs Curie.,/Volumes/Disc/1Pictures/Flashcard/work.jpg
2138,9766a89c-1a6a-454c-b1f2-83e839ee985c,21,Where are my shoes? They were in the entrance.,/Volumes/Disc/1Pictures/Flashcard/where.jpg
881,cfad28f7-b986-43d4-879c-203687df2e38,1,no doubt! (probably!),/Volumes/Disc/1Pictures/Flashcard/no doubt.jpg
2572,caa6c3b4-a43b-4d2e-8e6c-0e57f1623132,21,I'd like three pork chops,/Volumes/Disc/1Pictures/Flashcard/chop.jpg
3002,9cdd19e6-a3df-4d7d-a70b-510fc318be92,21,"Good evening. A table for two, we (one) booked yesterday.",/Volumes/Disc/1Pictures/Flashcard/book.jpg
3067,9b110e5d-d2c9-48b1-b72a-4ccfb230bab0,21,I'm looking for cheap products.,/Volumes/Disc/1Pictures/Flashcard/cheap.jpg
2519,470b49d4-5ef6-4499-a00b-53b2732a4ede,21,"Salty or sweet pancakes, it depends on one's taste!","/Volumes/Disc/1Pictures/Flashcard/taste, flavour.jpg"
882,725dfbbd-a65c-443c-b5f1-4b26ad10c0c3,1,help yourself! (inf.sing),/Volumes/Disc/1Pictures/Flashcard/help yourself.jpg
2845,e87756a7-7874-4981-a3fe-a399d5b80074,21,This man is old but is still funny.,/Volumes/Disc/1Pictures/Flashcard/old.jpg
3134,8bbb413d-03ca-42e1-bd36-775440d51eb2,21,The church is in the middle of the town.,/Volumes/Disc/1Pictures/Flashcard/church.jpg
3186,98c6a639-a454-413e-b7a1-e8d2dd6145ab,21,Banks take commission on withdrawals made abroad.,"/Volumes/Disc/1Pictures/Flashcard/overseas, abroad.jpg"
883,443ccc47-1e84-465c-9b9e-fe8604db35a6,1,bee,/Volumes/Disc/1Pictures/Flashcard/bee.jpg
2538,788a17b4-81db-4cf2-921c-afda4936dc5a,21,My mother cooks good strawberry cakes every Sunday.,/Volumes/Disc/1Pictures/Flashcard/strawberry.jpg
2697,bf1a6ea9-d21a-467b-9262-4f53738b7b7c,21,Darling! I'm going to drink tea at Mrs Dupond's!,"/Volumes/Disc/1Pictures/Flashcard/to, at the home of.jpg"
2875,e102e403-b6c6-47c0-80bf-0a99e4735eee,21,He has nice eyes: one eye is blue and one eye is green.,/Volumes/Disc/1Pictures/Flashcard/eyes.jpg
3069,7f5aef4f-5255-482b-9ef8-cdae4b42cf7a,21,It's expensive but there are free products and so I can save money!,"/Volumes/Disc/1Pictures/Flashcard/dear, expensive.jpg"
889,03f6af74-ebc5-4026-9386-3f30bea3824a,1,dog,/Volumes/Disc/1Pictures/Flashcard/dog.jpg
2642,3ea85638-e970-4a3c-96d4-ebc509e03216,21,"I don't need to brush, I have short hair!","/Volumes/Disc/1Pictures/Flashcard/brush ,v.jpg"
2922,86eb7acc-9c80-4d88-a028-3eac080f5046,21,My father is very pleasant.,/Volumes/Disc/1Pictures/Flashcard/father.jpg
2967,45cf8b32-8f66-44b7-b48c-da2cc35aa1fa,21,There is a slight drop of temperatures this month!,"/Volumes/Disc/1Pictures/Flashcard/light, slight.jpg"
3032,82daf1d2-65c9-4b2e-999e-9760222c77f0,21,I got everything correct in the maths test!,/Volumes/Disc/1Pictures/Flashcard/correct (fair).jpg
3265,679f53ec-b796-4f09-b1b0-35c651138180,21,"If the keys are not on the car, have a look inside!",/Volumes/Disc/1Pictures/Flashcard/inside.jpg
890,b231f9bd-c91f-42ac-aaa8-c6c0710d944c,1,guinea pig,/Volumes/Disc/1Pictures/Flashcard/guinea pig.jpg
2734,58b5294b-8f31-4e28-9af9-33cdbe40a801,21,"Wash your knife, spoon, fork and bowl before leaving!",/Volumes/Disc/1Pictures/Flashcard/wash.jpg
2745,5d604d9f-6211-4d0c-a8f6-7ee6415a1125,21,After dinner you will wash the dishes!,"/Volumes/Disc/1Pictures/Flashcard/washing up, dish washing.jpg"
3147,819194ad-7538-470a-a234-887c839f773e,21,Everybody must walk on the pavement/sidewalk.,"/Volumes/Disc/1Pictures/Flashcard/sidewalk, pavement.jpg"
520,836beaef-2518-4e25-9bd5-0d73e3070873,1,me,/Volumes/Disc/1Pictures/Flashcard/me.jpg
2869,38ee8495-7eab-49fc-a6b0-7e706c078ace,21,She has two earrings in each ear.,/Volumes/Disc/1Pictures/Flashcard/ear.jpg
2939,14f8da5f-b4da-49a8-9940-2046139a6719,21,Will you marry me?,/Volumes/Disc/1Pictures/Flashcard/marry.jpg
3160,229a3bfa-87d9-48e2-a78e-398d501efdb0,21,The railway line heads in the same direction as the motorway.,/Volumes/Disc/1Pictures/Flashcard/railway.jpg
899,bb7d739a-90ff-4824-ad9d-fe406a8d6b60,1,mouse,/Volumes/Disc/1Pictures/Flashcard/mouse.jpg
2921,7a20421c-7714-4606-a66a-3314dac8714f,21,The girl is looking for her parents.,/Volumes/Disc/1Pictures/Flashcard/parents.jpg
3145,d7c9253c-2f1c-43d0-81e7-ab3f91de9cbd,21,They (one) drive on the right side of every road in France.,/Volumes/Disc/1Pictures/Flashcard/road.jpg
3253,447acb86-0e28-457f-871d-18e09ae1a745,21,I wish it wouldn't rain!,"/Volumes/Disc/1Pictures/Flashcard/rain ,v.jpg"
3215,ec3cfb99-ac25-4e3e-b1da-d2c0923509ed,21,I am going to ask her to marry me. I hope she says yes!,/Volumes/Disc/1Pictures/Flashcard/ask.jpg
905,77fbac70-ee4d-45b3-a5d7-ad89a48a0f6b,1,against,/Volumes/Disc/1Pictures/Flashcard/against.jpg
3231,9ea8c19e-833b-4e99-8efe-daff69e77bb8,21,He jumped from the top of the wall and he fell.,/Volumes/Disc/1Pictures/Flashcard/jump.jpg
3201,209d3227-bf4c-418d-b999-2797df6a03f7,21,In ten days time it's the holidays!,"/Volumes/Disc/1Pictures/Flashcard/vacations, holidays.jpg"
907,f59af2e8-44ad-4096-b0f4-83e3f8862499,1,danger,/Volumes/Disc/1Pictures/Flashcard/danger.jpg
3228,08571eff-340f-4a73-9356-f38e667ae412,21,I left the office at four.,/Volumes/Disc/1Pictures/Flashcard/to leave (2).jpg
3254,238b7f9b-918a-4607-8b55-61ed53e20adb,21,She's singing in the rain.,/Volumes/Disc/1Pictures/Flashcard/rain.jpg
866,2c9b5b6d-a831-43f6-811a-9787ce7b30e8,1,good evening!,/Volumes/Disc/1Pictures/Flashcard/good evening.jpg
910,013cf4cf-73b3-476a-8148-b4911acc2231,1,congratulations,/Volumes/Disc/1Pictures/Flashcard/congratulations.jpg
233,ed89b945-7c36-4a23-abb7-10eea5af64ad,1,to feel pain in,/Volumes/Disc/1Pictures/Flashcard/feel pain in.jpg
911,0e6c0d7e-15ae-4da2-a7e0-630d12b14bc7,1,to celebrate,/Volumes/Disc/1Pictures/Flashcard/celebrate.jpg
919,920b2494-b646-41b3-8ce9-3d3f5b460a9c,1,naughty (wicked),/Volumes/Disc/1Pictures/Flashcard/naughty (wicked).jpg
894,166b053a-8bb2-4173-a1ca-63e0dc9d3098,1,insect,/Volumes/Disc/1Pictures/Flashcard/insect.jpg
914,fe4b1cec-8433-4430-bdde-9231c02bb7a2,1,serious,/Volumes/Disc/1Pictures/Flashcard/serious.jpg
923,f8472c64-5c1c-47fa-baf3-77cab7e05b81,1,birth,/Volumes/Disc/1Pictures/Flashcard/birth.jpg
928,09fb6482-cfc2-450f-8c8a-36083eedda0d,1,to remember (se s…),/Volumes/Disc/1Pictures/Flashcard/to remember (2).jpg
957,eac04ce8-eafe-4620-8856-ff6cde225382,1,private,/Volumes/Disc/1Pictures/Flashcard/private.jpg
925,ac28fadf-a02f-498c-ad90-b1deae8be08c,1,pleasure,/Volumes/Disc/1Pictures/Flashcard/pleasure.jpg
998,05fd97b7-0d59-4f67-9187-4b93485fc2db,1,grass,/Volumes/Disc/1Pictures/Flashcard/grass.jpg
935,0eea6100-0192-483c-ad71-ca6da97e4326,1,how do you spell that?,/Volumes/Disc/1Pictures/Flashcard/how do you spell that.jpg
939,7daefaa1-a2a3-4912-8768-b5ea2a2ec3cc,1,school,/Volumes/Disc/1Pictures/Flashcard/school.jpg
1010,5bc28da1-f655-42eb-939c-469c3dc99ab5,1,region,/Volumes/Disc/1Pictures/Flashcard/region.jpg
932,a1deca58-972e-409d-8463-ca80bd667b1f,1,to learn,/Volumes/Disc/1Pictures/Flashcard/learn.jpg
943,ac225c61-6995-424b-b9f2-9b24a8b63d70,1,test,/Volumes/Disc/1Pictures/Flashcard/test.jpg
1742,d17b8e40-2faf-401d-aabb-a00c48e9c765,21,I'm leaving from 8 o'clock onwards.,/Volumes/Disc/1Pictures/Flashcard/from.jpg
1748,c8f568cf-f7c6-4cca-bee1-095ade290839,21,She has a female friend in the army.,/Volumes/Disc/1Pictures/Flashcard/friend (female).jpg
10,9aac4225-b196-4628-9bc7-3081d696f8ab,1,good,/Volumes/Disc/1Pictures/Flashcard/good.jpg
6,e256cab4-b83b-4e22-b1b4-8d22d4e6cc90,1,goodbye!,/Volumes/Disc/1Pictures/Flashcard/goodbye.jpg
11,ff52905c-4936-455f-8ff1-a9af266fced6,1,good morning!,/Volumes/Disc/1Pictures/Flashcard/good morning.jpg
1510,bb5b7bf1-fc40-4cb9-a9c0-110ed655ec03,21,We'll meet next Monday!,/Volumes/Disc/1Pictures/Flashcard/next.jpg
1765,dbb219b8-fa87-45e4-819a-7c709e72995f,21,He has prepared a good meal.,/Volumes/Disc/1Pictures/Flashcard/good.jpg
13,aca2aca8-b25f-41ed-8466-b4e78398866f,1,"still, again, yet","/Volumes/Disc/1Pictures/Flashcard/still, again, yet.jpg"
1595,db94c010-5688-407e-8511-4ae2055269f0,21,What's your address?,/Volumes/Disc/1Pictures/Flashcard/address.jpg
2823,c9225ecc-468d-4ea3-a9ef-79bdead98cdd,21,My friend (m) has a baby but I don't know his age.,/Volumes/Disc/1Pictures/Flashcard/baby.jpg
2819,897046b2-5c83-460d-8f76-858443f02390,21,There is one adult in the orchestra.,/Volumes/Disc/1Pictures/Flashcard/adult.jpg
1801,7b54fb40-560a-450a-a912-cd3146a11380,21,She also looked back over her shoulder.,"/Volumes/Disc/1Pictures/Flashcard/above, over.jpg"
1843,2bdb15ca-797e-462c-b083-a35708d3bead,21,Here is a magnificent jewel.,/Volumes/Disc/1Pictures/Flashcard/here is.jpg
2818,394904e4-14ef-49cb-8df7-65da9da592f3,21,My male friend is still an adolescent.,/Volumes/Disc/1Pictures/Flashcard/adolescent.jpg
2505,e780d464-b063-4ca2-9184-26ae6d8a2728,21,Do you want some chocolate?,/Volumes/Disc/1Pictures/Flashcard/chocolate.jpg
2710,9a20ae17-2cdc-4ea8-a2b4-abb9e55a5f68,21,"It's dark (night), switch on the light, please!",/Volumes/Disc/1Pictures/Flashcard/light.jpg
2520,869ff384-9194-46dd-a2f0-2cd763adb251,21,All this food looks very appetising!,/Volumes/Disc/1Pictures/Flashcard/food (sustenance).jpg
2313,41155bad-7d4a-4357-8faf-7af37ae66db1,2,inside (2),/Volumes/Disc/1Pictures/Flashcard/inside.jpg
219,37b01e10-4ce9-4bd4-a4a2-17360ad73a95,1,wet,/Volumes/Disc/1Pictures/Flashcard/wet.jpg
2984,8d330996-446c-466d-9ce1-e95027ae7738,21,"Can we have the bill, please?",/Volumes/Disc/1Pictures/Flashcard/bill (in a cafe).jpg
2983,8fa9124c-18d8-42bf-b29b-e1d8d6b089c6,21,I prefer steak medium-cooked,/Volumes/Disc/1Pictures/Flashcard/medium (cooking of steak).jpg
2994,7a18217b-5f3d-4113-b75e-c8e6ab37e70c,21,We could enter by the back door.,/Volumes/Disc/1Pictures/Flashcard/enter.jpg
2523,adcfc1f3-30e9-4d61-a845-7f041e646187,21,"For breakfast, I have a coffee with cereal and a glass of orange juice",/Volumes/Disc/1Pictures/Flashcard/breakfast.jpg
2597,79e8e344-2e7a-432a-aff0-b7541a37e8d2,21,He has stomach pains.,/Volumes/Disc/1Pictures/Flashcard/have stomach pains.jpg
2599,7a973972-8920-4db8-9139-130f53c5734c,21,He always has a headache after playing video games.,/Volumes/Disc/1Pictures/Flashcard/have a headache.jpg
2600,cc4520fd-2022-4498-a39c-893ab5499ff0,21,"He feels sick, I think he's going to vomit …",/Volumes/Disc/1Pictures/Flashcard/feel sick.jpg
2601,f29003c4-3867-4145-8a80-a62d58580d39,21,I coughed so much that I have a sore back.,/Volumes/Disc/1Pictures/Flashcard/have a sore back.jpg
2602,2196d6c0-c9ec-41e2-b92b-57ad05a7ef20,21,"Stop eating sweets, you will get a toothache!",/Volumes/Disc/1Pictures/Flashcard/have a toothache.jpg
2643,dcfb6d64-85d5-4715-9177-03fe91a6b14e,21,Can I borrow your toothpaste to put on my toothbrush?,/Volumes/Disc/1Pictures/Flashcard/toothbrush.jpg
2731,38ca5755-df16-45ee-a138-0e721929d03d,21,I have a new microwave oven and it's very practical!,/Volumes/Disc/1Pictures/Flashcard/microwave oven.jpg
3126,e3052572-8dd0-4947-a352-fa1cf4c7ce3c,21,And on the left is a new building.,/Volumes/Disc/1Pictures/Flashcard/building.jpg
3137,9c347f83-8421-4afd-bf83-56ff79989c79,21,"Where is the police station, please?",/Volumes/Disc/1Pictures/Flashcard/police station.jpg
2936,fc1aa080-336d-4c7e-b073-a09d84098321,21,Nelson Mandela - that is someone everyone knows!,/Volumes/Disc/1Pictures/Flashcard/know (a person or place).jpg
2928,9be6cd4c-731a-4e13-a331-cab50c56d786,21,I love the snow but I prefer the sun!,"/Volumes/Disc/1Pictures/Flashcard/love ,v.jpg"
2960,bdf3bcd3-9312-4066-b0b9-d02ea27643be,21,It's a boring movie.,/Volumes/Disc/1Pictures/Flashcard/boring.jpg
3193,5ec2eae0-81bd-40ad-becc-d223a500abe5,21,He spends a lot of time playing video games.,/Volumes/Disc/1Pictures/Flashcard/spend (time).jpg
2450,7d5e48f9-1c29-4b7a-9f54-63c3508857fd,21,The world is crazy!,/Volumes/Disc/1Pictures/Flashcard/world.jpg
833,11a24d0b-a5c7-4979-97b5-df24b3f0fa66,1,guide (m/f),/Volumes/Disc/1Pictures/Flashcard/guide.jpg
1570,0090e22b-e344-4ca5-ac9e-d11b6c89afdd,21,To fly off the handle.,/Volumes/Disc/1Pictures/Flashcard/fly.jpg
976,a7673acb-feab-49cc-a019-1ae495ac1bf0,1,never,/Volumes/Disc/1Pictures/Flashcard/never.jpg
2964,f7497b7f-5926-43ab-9754-d01127d4b4d7,21,This cheese is really fatty!,/Volumes/Disc/1Pictures/Flashcard/fat.jpg
970,c480e5fa-0467-4ea1-97f1-b5613443cc1b,1,equal,/Volumes/Disc/1Pictures/Flashcard/equal.jpg
2396,4a8b3778-ff70-47b0-b0ef-66aecf872d58,21,I live on a farm on the coast of a small island.,/Volumes/Disc/1Pictures/Flashcard/coast.jpg
997,788ef750-183f-48d9-a281-ccb3058e4510,1,forest,/Volumes/Disc/1Pictures/Flashcard/forest.jpg
2751,86a1b728-d2d8-45da-a04c-1d9e22cb6143,21,Where is he? At the bar?,/Volumes/Disc/1Pictures/Flashcard/bar.jpg
2342,7e52a8d8-91b8-48e9-8ede-b8e88b6f8fe9,2,police station (3),/Volumes/Disc/1Pictures/Flashcard/police station.jpg
532,5b4902c3-8df4-44ab-9857-f6a69eb485ee,1,"to love, adore","/Volumes/Disc/1Pictures/Flashcard/love ,v.jpg"
3014,8c174d59-75e7-4d81-9630-d066a5b8114f,21,I have one hour of plastic art this afternoon.,/Volumes/Disc/1Pictures/Flashcard/art.jpg
516,14fbbd10-8867-40c1-9dcb-f7d0d7cd305e,1,the (masculine),/Volumes/Disc/1Pictures/Flashcard/the (masculine).jpg
27,569826d8-8095-407a-a40a-a9e16abbcd33,1,here is,/Volumes/Disc/1Pictures/Flashcard/here is.jpg
35,2325e54e-4ca2-4987-b45d-72f890236629,1,birthday,/Volumes/Disc/1Pictures/Flashcard/birthday.jpg
856,513a984f-a7d3-489b-b982-2d8c8af93e84,1,help!,/Volumes/Disc/1Pictures/Flashcard/help!.jpg
863,f6e56c78-fb06-4ead-9d9f-294ea8ca2eba,1,of course!,/Volumes/Disc/1Pictures/Flashcard/of course.jpg
831,9f036638-b034-4319-8096-2a2942945750,1,customs,/Volumes/Disc/1Pictures/Flashcard/customs.jpg
865,ba68d98e-357b-4f67-95c6-0853043a58b0,1,good luck!,/Volumes/Disc/1Pictures/Flashcard/good luck!.jpg
884,a43c874d-4fce-4482-978f-be161abc3895,1,lamb,/Volumes/Disc/1Pictures/Flashcard/lamb.jpg
893,2ce0a092-beca-49d6-9e1b-d5196e8d519a,1,turkey,/Volumes/Disc/1Pictures/Flashcard/turkey.jpg
282,a2425f74-2673-43c1-85b5-2ad7cc1369b4,1,salt,/Volumes/Disc/1Pictures/Flashcard/salt.jpg
283,1689702e-16c9-4cf3-aeb8-9c4fe296d9bf,1,to serve,/Volumes/Disc/1Pictures/Flashcard/serve.jpg
303,8964029f-a419-4214-80d9-6eb71a397804,1,now,/Volumes/Disc/1Pictures/Flashcard/now.jpg
2768,ed69c2bd-1fd7-49c8-9d24-7ac2551feda0,2,of course (2),/Volumes/Disc/1Pictures/Flashcard/of course.jpg
927,79af07f9-971d-42dc-81fe-d49869a55aab,1,to be bored,/Volumes/Disc/1Pictures/Flashcard/be bored.jpg
941,90c6bf37-dfbf-4203-825c-3c8aba26d541,1,timetable (em…),/Volumes/Disc/1Pictures/Flashcard/timetable (1).jpg
518,cde71f5e-1d94-4754-a29f-4bff1fdda9b3,1,same,/Volumes/Disc/1Pictures/Flashcard/same.jpg
478,4ad0c39e-eeab-48bd-bd0f-98996b2d2f55,1,different,/Volumes/Disc/1Pictures/Flashcard/different.jpg
965,40f9d920-8dca-4263-bea3-6c9f3caaf124,1,at least,/Volumes/Disc/1Pictures/Flashcard/at least.jpg
951,07d06d93-f930-4cd8-b7e5-9dbd2770e823,1,correct (fair),/Volumes/Disc/1Pictures/Flashcard/correct (fair).jpg
517,75a55632-7285-4f08-b224-85ebf141052a,1,their,/Volumes/Disc/1Pictures/Flashcard/their.jpg
505,4af42e6c-f919-447c-a61f-cc1ba417dfa2,1,thing,/Volumes/Disc/1Pictures/Flashcard/thing.jpg
612,736a57e8-02c3-45ae-9fb1-3b87314c80d2,1,first name,/Volumes/Disc/1Pictures/Flashcard/first name.jpg
615,02ec5206-8851-4e11-b226-99e6cf7f6390,1,to sign,/Volumes/Disc/1Pictures/Flashcard/sign.jpg
685,5ebebcf4-ff2c-432e-a030-f652c80701b9,1,engine,/Volumes/Disc/1Pictures/Flashcard/engine.jpg
972,84583604-0263-4f76-b31b-87db9411a557,1,shape,/Volumes/Disc/1Pictures/Flashcard/shape.jpg
727,122f2913-6e62-4f31-9eea-1b125d5ba9ee,1,to hate,/Volumes/Disc/1Pictures/Flashcard/hate.jpg
717,cd98c32c-1837-430c-865c-368a801f9ed4,1,"to check, verify",/Volumes/Disc/1Pictures/Flashcard/check.jpg
239,c7410664-a39b-4f7b-a26a-f538c1884e45,1,to have a toothache,/Volumes/Disc/1Pictures/Flashcard/have a toothache.jpg
778,54ef2fe5-15df-4111-98ae-1e2814d61ee1,1,where?,/Volumes/Disc/1Pictures/Flashcard/where.jpg
779,63a881d6-eb75-47fe-a415-a8146907f5ad,1,to think,/Volumes/Disc/1Pictures/Flashcard/think.jpg
774,0f147474-0003-4078-bd66-eb3ee43f1705,1,"to do, to make","/Volumes/Disc/1Pictures/Flashcard/do, to make.jpg"
825,9a389681-e945-42b3-996c-1ba833f1d92e,1,arrival,/Volumes/Disc/1Pictures/Flashcard/arrival.jpg
855,d41c1946-eca1-4150-9616-a0ee317e92d8,1,on the contrary,/Volumes/Disc/1Pictures/Flashcard/on the contrary.jpg
879,9256f4ab-84f9-405b-8084-e5ef95b20df3,1,excuse me! pardon me!,/Volumes/Disc/1Pictures/Flashcard/excuse me.jpg
921,2463480e-5a1d-416a-a55b-3952f63aa271,1,death,/Volumes/Disc/1Pictures/Flashcard/death.jpg
948,9484dea5-faf5-4e08-a000-a1b563bc8ce7,1,example,/Volumes/Disc/1Pictures/Flashcard/example.jpg
958,9598dbc4-ff12-4fd7-ae95-485328417a03,1,classroom,/Volumes/Disc/1Pictures/Flashcard/classroom.jpg
981,f0fb3ff1-e360-4177-9ae0-7c67f64db326,1,except,/Volumes/Disc/1Pictures/Flashcard/except.jpg
1001,8a2f72e7-7013-40d9-918a-edd7f4a0c9b5,1,lake,/Volumes/Disc/1Pictures/Flashcard/lake.jpg
117,68474e30-6ec9-47dc-8aa5-1ce4894a8ef0,1,south,/Volumes/Disc/1Pictures/Flashcard/south.jpg
1035,e1a15f45-e3c2-4b32-92e3-7e0037cf613c,1,sport,/Volumes/Disc/1Pictures/Flashcard/sport.jpg
98,58170fe8-14b5-4366-8eb3-87c07411af30,1,in,/Volumes/Disc/1Pictures/Flashcard/in.jpg
194,23bef237-3819-43d4-b133-8070dc7d2cd7,1,minute,/Volumes/Disc/1Pictures/Flashcard/minute.jpg
248,1d906dd5-b917-4b21-9553-4650a4a88c81,1,"sick, ill","/Volumes/Disc/1Pictures/Flashcard/sick, ill.jpg"
299,c059592f-582b-4386-bbd1-c621ddd62ead,1,here,/Volumes/Disc/1Pictures/Flashcard/here.jpg
257,c3c9aa07-5496-46f9-9624-5209f1b51cb1,1,to cough,/Volumes/Disc/1Pictures/Flashcard/cough.jpg
306,8e46027c-684d-428b-95ae-ab50f530ff17,1,no,/Volumes/Disc/1Pictures/Flashcard/no.jpg
304,1d3d7a79-c042-4784-ac6a-9243c5b40b6f,1,my (m),/Volumes/Disc/1Pictures/Flashcard/my (m).jpg
326,48f72384-e54b-4b21-b40e-9c00e8ea864a,1,divorced,/Volumes/Disc/1Pictures/Flashcard/divorced.jpg
309,a16c3ec4-cac7-4f15-907b-7770dee6d953,1,yes,/Volumes/Disc/1Pictures/Flashcard/yes.jpg
310,06bd5fca-3c1f-44e3-adf9-a6735242c432,1,(the) most,/Volumes/Disc/1Pictures/Flashcard/most.jpg
327,1c0f1429-a47b-422b-a457-b3fe2f8bb285,1,wife,/Volumes/Disc/1Pictures/Flashcard/wife.jpg
